Trip_ID,Route_ID,Route_Name,Operator_Name,Bus_Number,Bus_Type,Departure_City,Arrival_City,Date,Day_Type,Departure_Time,Arrival_Time,Scheduled_Duration_Minutes,Actual_Duration_Minutes,Delay_Minutes,Passenger_Count,Bus_Capacity,Occupancy_Rate (%),Ticket_Fare_PKR,Ticket_Revenue_PKR,Fuel_Consumption_Liters,Driver_ID,Weather_Condition,Traffic_Level,Trip_Status
TRP-00230,RT-038,Karachi to Lahore,Blue Line Transit,LEA-3095,Standard,Karachi,Lahore,21-10-2025,Weekday,22:10,20:00,1279,1310,31,30,36,83.3,1350,40500,340.9,DRV-0154,Foggy,Low,Completed
TRP-00231,RT-074,Faisalabad to Karachi,Pak Urban Transport,PES-8891,AC,Faisalabad,Karachi,29-03-2025,Weekend,11:30,04:36,1003,1026,23,47,58,81.0,1245,58515,311.7,DRV-0117,Rainy,Low,Completed
TRP-00232,RT-027,Lahore to Rawalpindi,Punjab Transit,KHI-9564,Standard,Lahore,Rawalpindi,16-09-2025,Weekday,17:10,00:52,401,462,61,16,40,40.0,455,7280,93.5,DRV-0169,Sunny,High,Delayed
TRP-00233,RT-007,Lahore to Karachi,City Metro Bus,SGD-8069,Hybrid,Lahore,Karachi,25-09-2025,Weekday,17:25,12:11,1093,1126,33,31,48,64.6,1330,41230,221.2,DRV-0179,Sunny,High,Completed
TRP-00234,RT-030,Peshawar to Islamabad,Pak Urban Transport,LEA-5641,Hybrid,Peshawar,Islamabad,03-11-2025,Weekday,21:30,02:01,257,271,14,12,35,34.3,245,2940,34.4,DRV-0168,Cloudy,Moderate,Completed
TRP-00235,RT-004,Quetta to Multan,Green Line Express,QTA-5155,Standard,Quetta,Multan,14-05-2025,Weekday,21:30,08:40,613,670,57,27,43,62.8,670,18090,170.4,DRV-0046,Dust Storm,Low,Completed
TRP-00236,RT-036,Faisalabad to Multan,Capital Bus Service,SGD-7522,AC,Faisalabad,Multan,12-03-2025,Weekday,07:55,13:32,308,337,29,31,45,68.9,300,9300,80.3,DRV-0014,Sunny,Moderate,Completed
TRP-00237,RT-017,Islamabad to Faisalabad,Green Line Express,PES-8133,Mini Bus,Islamabad,Faisalabad,15-02-2025,Weekend,06:20,12:57,373,397,24,20,26,76.9,390,7800,55.1,DRV-0153,Cloudy,Moderate,Completed
TRP-00238,RT-008,Rawalpindi to Islamabad,National Express PK,SGD-9489,Standard,Rawalpindi,Islamabad,27-05-2025,Weekday,10:00,10:59,54,59,5,16,40,40.0,85,1360,4.0,DRV-0071,Cloudy,Low,Completed
TRP-00239,RT-047,Multan to Peshawar,Pak Urban Transport,QTA-2124,AC,Multan,Peshawar,16-02-2025,Weekend,21:20,09:33,708,733,25,42,57,73.7,825,34650,193.6,DRV-0104,Foggy,Low,Completed
TRP-00240,RT-009,Faisalabad to Islamabad,Green Line Express,MUL-5821,AC,Faisalabad,Islamabad,24-06-2025,Weekday,07:40,13:47,317,367,50,42,57,73.7,425,17850,91.8,DRV-0087,Rainy,Moderate,Completed
TRP-00241,RT-041,Sialkot to Quetta,City Metro Bus,ISB-2106,AC,Sialkot,Quetta,15-07-2025,Weekday,11:50,02:00,842,850,8,24,50,48.0,1075,25800,297.2,DRV-0024,Sunny,Low,Completed
TRP-00242,RT-021,Islamabad to Sialkot,Green Line Express,KHI-8807,AC,Islamabad,Sialkot,10-06-2025,Weekday,15:15,20:20,289,305,16,34,48,70.8,345,11730,72.0,DRV-0061,Sunny,Moderate,Completed
TRP-00243,RT-045,Faisalabad to Rawalpindi,Pak Urban Transport,ISB-3555,Mini Bus,Faisalabad,Rawalpindi,24-02-2025,Weekday,07:05,13:20,374,375,1,27,35,77.1,385,10395,61.7,DRV-0096,Sunny,Low,Completed
TRP-00244,RT-053,Quetta to Faisalabad,Capital Bus Service,SGD-3101,AC,Quetta,Faisalabad,28-01-2025,Weekday,20:30,10:43,848,853,5,33,57,57.9,865,28545,257.1,DRV-0031,Sunny,Low,Completed
TRP-00245,RT-034,Multan to Quetta,City Metro Bus,PES-2650,Electric,Multan,Quetta,16-06-2025,Weekday,15:45,01:39,575,594,19,23,45,51.1,675,15525,34.1,DRV-0048,Cloudy,Low,Completed
TRP-00246,RT-033,Multan to Lahore,Sindh Rapid Transit,PES-5581,AC,Multan,Lahore,19-08-2025,Weekday,09:45,17:10,411,445,34,33,58,56.9,430,14190,113.8,DRV-0098,Cloudy,High,Completed
TRP-00247,RT-022,Sialkot to Islamabad,City Metro Bus,PES-3203,Standard,Sialkot,Islamabad,19-11-2025,Weekday,20:40,01:58,302,318,16,35,50,70.0,345,12075,62.5,DRV-0016,Sunny,Moderate,Completed
TRP-00248,RT-030,Peshawar to Islamabad,Green Line Express,ISB-5256,AC,Peshawar,Islamabad,04-07-2025,Weekday,15:40,20:02,237,262,25,31,48,64.6,250,7750,67.3,DRV-0167,Sunny,Moderate,Completed
TRP-00249,RT-017,Islamabad to Faisalabad,National Express PK,PES-2284,Mini Bus,Islamabad,Faisalabad,15-07-2025,Weekday,13:35,20:10,340,395,55,17,27,63.0,420,7140,57.5,DRV-0019,Foggy,Moderate,Completed
TRP-00250,RT-004,Quetta to Multan,Sindh Rapid Transit,QTA-5382,Electric,Quetta,Multan,06-11-2025,Weekday,16:20,02:15,572,595,23,21,51,41.2,665,13965,32.6,DRV-0061,Rainy,Moderate,Completed
TRP-00251,RT-027,Lahore to Rawalpindi,Green Line Express,PES-9985,Standard,Lahore,Rawalpindi,28-01-2025,Weekday,04:30,12:11,408,461,53,18,37,48.6,430,7740,105.2,DRV-0073,Sunny,High,Delayed
TRP-00252,RT-012,Islamabad to Rawalpindi,Punjab Transit,QTA-6846,Standard,Islamabad,Rawalpindi,16-06-2025,Weekday,19:35,21:17,55,102,47,32,49,65.3,80,2560,4.4,DRV-0145,Sunny,High,Completed
TRP-00253,RT-009,Faisalabad to Islamabad,Capital Bus Service,PES-9841,Hybrid,Faisalabad,Islamabad,27-04-2025,Weekend,06:35,--:--,365,0,0,0,48,0.0,370,0,0.0,DRV-0035,Sunny,Low,Cancelled
TRP-00254,RT-010,Peshawar to Rawalpindi,National Express PK,PES-5908,Hybrid,Peshawar,Rawalpindi,05-01-2025,Weekend,17:20,21:09,216,229,13,22,35,62.9,260,5720,39.0,DRV-0166,Cloudy,Low,Completed
TRP-00255,RT-013,Lahore to Sialkot,Green Line Express,KHI-9464,AC,Lahore,Sialkot,10-11-2025,Weekday,12:20,15:22,156,182,26,23,57,40.4,200,4600,41.4,DRV-0117,Rainy,Moderate,Completed
TRP-00256,RT-032,Faisalabad to Quetta,City Metro Bus,MUL-1362,Standard,Faisalabad,Quetta,06-04-2025,Weekend,07:20,22:41,890,921,31,30,49,61.2,835,25050,234.8,DRV-0128,Rainy,Low,Completed
TRP-00257,RT-043,Quetta to Karachi,Punjab Transit,SGD-7429,Standard,Quetta,Karachi,06-02-2025,Weekday,21:35,12:35,825,900,75,31,43,72.1,815,25265,181.7,DRV-0009,Rainy,High,Delayed
TRP-00258,RT-021,Islamabad to Sialkot,Pak Urban Transport,QTA-6113,AC,Islamabad,Sialkot,15-06-2025,Weekend,09:50,14:57,301,307,6,34,57,59.6,345,11730,86.7,DRV-0171,Cloudy,Low,Completed
TRP-00259,RT-031,Lahore to Faisalabad,Blue Line Transit,KHI-5523,AC,Lahore,Faisalabad,27-10-2025,Weekday,07:30,11:06,157,216,59,29,40,72.5,215,6235,45.0,DRV-0064,Dust Storm,High,Completed
TRP-00260,RT-019,Faisalabad to Lahore,Sindh Rapid Transit,SGD-1983,Hybrid,Faisalabad,Lahore,31-01-2025,Weekday,15:50,19:24,186,214,28,29,38,76.3,205,5945,26.1,DRV-0113,Sunny,Moderate,Completed
TRP-00261,RT-075,Karachi to Peshawar,Punjab Transit,LEA-8951,Standard,Karachi,Peshawar,28-12-2025,Weekend,18:40,17:54,1380,1394,14,33,50,66.0,1800,59400,493.9,DRV-0142,Sunny,Low,Completed
TRP-00262,RT-036,Faisalabad to Multan,Capital Bus Service,MUL-7014,Mini Bus,Faisalabad,Multan,21-08-2025,Weekday,04:50,10:20,286,330,44,19,27,70.4,275,5225,35.9,DRV-0169,Foggy,Moderate,Completed
TRP-00263,RT-011,Rawalpindi to Peshawar,National Express PK,KHI-5638,Mini Bus,Rawalpindi,Peshawar,15-06-2025,Weekend,17:50,21:46,232,236,4,13,26,50.0,240,3120,33.7,DRV-0028,Cloudy,Low,Completed
TRP-00264,RT-031,Lahore to Faisalabad,Blue Line Transit,MUL-5193,Electric,Lahore,Faisalabad,26-01-2025,Weekend,15:15,18:26,165,191,26,34,42,81.0,215,7310,7.3,DRV-0143,Sunny,High,Completed
TRP-00265,RT-047,Multan to Peshawar,City Metro Bus,ISB-9667,Mini Bus,Multan,Peshawar,21-01-2025,Weekday,06:20,20:45,821,865,44,12,28,42.9,780,9360,120.0,DRV-0135,Dust Storm,Low,Completed
TRP-00266,RT-021,Islamabad to Sialkot,Blue Line Transit,SGD-6864,Mini Bus,Islamabad,Sialkot,12-12-2025,Weekday,18:55,00:11,306,316,10,18,26,69.2,345,6210,49.0,DRV-0137,Sunny,Low,Completed
TRP-00267,RT-034,Multan to Quetta,Sindh Rapid Transit,PES-8054,Mini Bus,Multan,Quetta,15-06-2025,Weekend,11:45,23:00,615,675,60,13,31,41.9,690,8970,102.5,DRV-0073,Rainy,High,Completed
TRP-00268,RT-044,Islamabad to Hyderabad,Capital Bus Service,KHI-4519,Standard,Islamabad,Hyderabad,11-06-2025,Weekday,04:55,03:06,1315,1331,16,31,39,79.5,1560,48360,390.4,DRV-0064,Sunny,Moderate,Completed
TRP-00269,RT-030,Peshawar to Islamabad,Blue Line Transit,KHI-2264,AC,Peshawar,Islamabad,16-06-2025,Weekday,19:10,23:46,242,276,34,44,58,75.9,240,10560,66.1,DRV-0098,Rainy,Low,Completed
TRP-00270,RT-005,Hyderabad to Karachi,Sindh Rapid Transit,SGD-8115,AC,Hyderabad,Karachi,02-08-2025,Weekend,07:15,11:23,202,248,46,30,59,50.8,250,7500,60.7,DRV-0039,Foggy,High,Completed
TRP-00271,RT-022,Sialkot to Islamabad,City Metro Bus,PES-8300,Electric,Sialkot,Islamabad,01-11-2025,Weekend,22:40,05:09,357,389,32,37,53,69.8,350,12950,15.3,DRV-0103,Sunny,Low,Delayed
TRP-00272,RT-026,Sialkot to Lahore,Punjab Transit,PES-4245,Mini Bus,Sialkot,Lahore,07-09-2025,Weekend,16:50,19:50,160,180,20,28,33,84.8,205,5740,25.6,DRV-0148,Cloudy,High,Completed
TRP-00273,RT-017,Islamabad to Faisalabad,Sindh Rapid Transit,ISB-6644,AC,Islamabad,Faisalabad,01-11-2025,Weekend,04:20,11:05,377,405,28,28,51,54.9,420,11760,97.0,DRV-0052,Cloudy,High,Completed
TRP-00274,RT-059,Islamabad to Lahore,City Metro Bus,MUL-3419,Standard,Islamabad,Lahore,28-05-2025,Weekday,04:25,11:27,399,422,23,17,38,44.7,455,7735,97.9,DRV-0134,Sunny,Moderate,Completed
TRP-00275,RT-058,Quetta to Hyderabad,Punjab Transit,QTA-1301,Mini Bus,Quetta,Hyderabad,12-07-2025,Weekend,22:50,12:02,773,792,19,18,29,62.1,860,15480,132.5,DRV-0003,Sunny,Low,Completed
TRP-00276,RT-017,Islamabad to Faisalabad,Sindh Rapid Transit,LEA-5792,Mini Bus,Islamabad,Faisalabad,29-11-2025,Weekend,16:15,22:22,316,367,51,16,33,48.5,380,6080,60.6,DRV-0118,Dust Storm,Low,Completed
TRP-00277,RT-055,Karachi to Sialkot,Capital Bus Service,PES-3572,AC,Karachi,Sialkot,10-01-2025,Weekday,15:50,14:28,1339,1358,19,40,60,66.7,1490,59600,421.1,DRV-0100,Sunny,High,Completed
TRP-00278,RT-005,Hyderabad to Karachi,Pak Urban Transport,PES-3248,Standard,Hyderabad,Karachi,14-02-2025,Weekday,16:40,20:30,192,230,38,22,42,52.4,225,4950,49.3,DRV-0139,Sunny,High,Completed
TRP-00279,RT-017,Islamabad to Faisalabad,Pak Urban Transport,ISB-9582,Mini Bus,Islamabad,Faisalabad,11-03-2025,Weekday,17:10,23:06,338,356,18,17,34,50.0,395,6715,62.0,DRV-0038,Foggy,Low,Completed
TRP-00280,RT-076,Peshawar to Multan,Capital Bus Service,SGD-5485,AC,Peshawar,Multan,19-03-2025,Weekday,10:05,00:28,810,863,53,26,40,65.0,770,20020,238.6,DRV-0060,Rainy,Moderate,Completed
TRP-00281,RT-006,Lahore to Multan,National Express PK,SGD-8680,Standard,Lahore,Multan,31-12-2025,Weekday,15:10,21:13,350,363,13,37,50,74.0,425,15725,99.0,DRV-0004,Sunny,Low,Completed
TRP-00282,RT-011,Rawalpindi to Peshawar,Pak Urban Transport,LEA-3901,Mini Bus,Rawalpindi,Peshawar,13-08-2025,Weekday,19:55,00:48,232,293,61,23,32,71.9,260,5980,30.6,DRV-0101,Foggy,Moderate,Completed
TRP-00283,RT-077,Hyderabad to Sialkot,City Metro Bus,PES-8485,AC,Hyderabad,Sialkot,22-01-2025,Weekday,11:40,08:45,1258,1265,7,20,41,48.8,1350,27000,377.4,DRV-0102,Cloudy,Moderate,Completed
TRP-00284,RT-032,Faisalabad to Quetta,Capital Bus Service,LEA-9470,Electric,Faisalabad,Quetta,14-03-2025,Weekday,18:50,09:25,853,875,22,31,56,55.4,900,27900,48.1,DRV-0083,Sunny,Moderate,Completed
TRP-00285,RT-012,Islamabad to Rawalpindi,Pak Urban Transport,LEA-5097,Hybrid,Islamabad,Rawalpindi,15-06-2025,Weekend,09:55,11:10,50,75,25,26,37,70.3,85,2210,2.9,DRV-0131,Sunny,Moderate,Completed
TRP-00286,RT-030,Peshawar to Islamabad,City Metro Bus,ISB-3459,Mini Bus,Peshawar,Islamabad,25-03-2025,Weekday,08:10,12:09,225,239,14,12,25,48.0,245,2940,30.1,DRV-0047,Sunny,Low,Completed
TRP-00287,RT-008,Rawalpindi to Islamabad,City Metro Bus,ISB-1200,Electric,Rawalpindi,Islamabad,23-08-2025,Weekend,19:35,21:01,47,86,39,33,59,55.9,80,2640,0.9,DRV-0021,Foggy,Low,Completed
TRP-00288,RT-078,Rawalpindi to Karachi,Capital Bus Service,MUL-4401,Electric,Rawalpindi,Karachi,26-01-2025,Weekend,09:10,08:48,1380,1418,38,30,51,58.8,1510,45300,84.8,DRV-0028,Sunny,High,Completed
TRP-00289,RT-012,Islamabad to Rawalpindi,Capital Bus Service,QTA-3906,Electric,Islamabad,Rawalpindi,22-08-2025,Weekday,22:25,23:49,48,84,36,24,42,57.1,85,2040,0.9,DRV-0141,Rainy,Low,Completed
TRP-00290,RT-011,Rawalpindi to Peshawar,Capital Bus Service,PES-9595,AC,Rawalpindi,Peshawar,18-04-2025,Weekday,10:45,15:55,250,310,60,47,58,81.0,245,11515,59.6,DRV-0074,Rainy,Moderate,Completed
TRP-00291,RT-004,Quetta to Multan,Sindh Rapid Transit,MUL-9132,Hybrid,Quetta,Multan,24-09-2025,Weekday,19:35,--:--,582,0,0,0,42,0.0,645,0,0.0,DRV-0007,Cloudy,High,Cancelled
TRP-00292,RT-019,Faisalabad to Lahore,Pak Urban Transport,PES-7783,Mini Bus,Faisalabad,Lahore,24-01-2025,Weekday,14:25,17:31,166,186,20,18,35,51.4,205,3690,26.1,DRV-0130,Sunny,High,Completed
TRP-00293,RT-016,Karachi to Hyderabad,Sindh Rapid Transit,QTA-1477,AC,Karachi,Hyderabad,31-03-2025,Weekday,10:25,14:41,197,256,59,32,55,58.2,255,8160,49.5,DRV-0138,Foggy,High,Completed
TRP-00294,RT-079,Peshawar to Quetta,City Metro Bus,ISB-6169,Mini Bus,Peshawar,Quetta,12-10-2025,Weekend,21:00,16:50,1174,1190,16,19,35,54.3,1340,25460,208.1,DRV-0097,Sunny,High,Completed
TRP-00295,RT-015,Islamabad to Peshawar,Green Line Express,SGD-6050,Mini Bus,Islamabad,Peshawar,28-12-2025,Weekend,14:55,19:54,274,299,25,21,31,67.7,250,5250,33.8,DRV-0096,Sunny,High,Completed
TRP-00296,RT-080,Rawalpindi to Lahore,City Metro Bus,MUL-3524,Mini Bus,Rawalpindi,Lahore,08-04-2025,Weekday,14:35,21:19,390,404,14,23,33,69.7,490,11270,68.1,DRV-0034,Sunny,Moderate,Completed
TRP-00297,RT-016,Karachi to Hyderabad,Green Line Express,LEA-2426,Standard,Karachi,Hyderabad,20-06-2025,Weekday,18:00,22:26,240,266,26,20,44,45.5,230,4600,48.9,DRV-0074,Sunny,High,Completed
TRP-00298,RT-034,Multan to Quetta,Green Line Express,KHI-5483,Standard,Multan,Quetta,28-02-2025,Weekday,04:45,15:03,614,618,4,31,38,81.6,625,19375,144.1,DRV-0073,Sunny,Low,Completed
TRP-00299,RT-059,Islamabad to Lahore,Sindh Rapid Transit,LEA-3131,AC,Islamabad,Lahore,15-01-2025,Weekday,19:50,04:03,462,493,31,35,52,67.3,430,15050,111.8,DRV-0177,Sunny,Moderate,Completed
TRP-00300,RT-048,Sialkot to Multan,Pak Urban Transport,QTA-9740,Mini Bus,Sialkot,Multan,10-02-2025,Weekday,18:45,04:15,556,570,14,19,32,59.4,520,9880,77.4,DRV-0058,Sunny,Low,Completed
TRP-00301,RT-038,Karachi to Lahore,Sindh Rapid Transit,QTA-6412,AC,Karachi,Lahore,16-06-2025,Weekday,18:35,16:42,1310,1327,17,36,55,65.5,1365,49140,366.1,DRV-0033,Sunny,Moderate,Completed
TRP-00302,RT-026,Sialkot to Lahore,Green Line Express,QTA-2162,AC,Sialkot,Lahore,04-06-2025,Weekday,21:35,00:46,167,191,24,20,53,37.7,190,3800,45.0,DRV-0054,Sunny,Moderate,Completed
TRP-00303,RT-073,Peshawar to Sialkot,Blue Line Transit,ISB-9921,AC,Peshawar,Sialkot,22-12-2025,Weekday,11:10,20:06,493,536,43,24,42,57.1,545,13080,157.0,DRV-0143,Rainy,Moderate,Completed
TRP-00304,RT-011,Rawalpindi to Peshawar,Blue Line Transit,LEA-7208,Standard,Rawalpindi,Peshawar,17-06-2025,Weekday,19:50,23:42,212,232,20,28,37,75.7,230,6440,45.1,DRV-0038,Sunny,Low,Completed
TRP-00305,RT-058,Quetta to Hyderabad,National Express PK,QTA-6187,Standard,Quetta,Hyderabad,03-06-2025,Weekday,22:50,12:51,813,841,28,31,48,64.6,740,22940,184.7,DRV-0131,Cloudy,High,Completed
TRP-00306,RT-008,Rawalpindi to Islamabad,City Metro Bus,MUL-1870,AC,Rawalpindi,Islamabad,01-01-2025,Weekday,21:25,22:57,50,92,42,25,49,51.0,80,2000,4.5,DRV-0098,Foggy,Low,Completed
TRP-00307,RT-026,Sialkot to Lahore,Punjab Transit,KHI-7301,AC,Sialkot,Lahore,04-07-2025,Weekday,17:10,--:--,172,0,0,0,44,0.0,185,0,0.0,DRV-0125,Sunny,Low,Cancelled
TRP-00308,RT-059,Islamabad to Lahore,Blue Line Transit,SGD-7974,Mini Bus,Islamabad,Lahore,16-11-2025,Weekend,09:35,17:15,415,460,45,27,33,81.8,430,11610,68.5,DRV-0061,Rainy,Moderate,Completed
TRP-00309,RT-062,Peshawar to Faisalabad,Sindh Rapid Transit,LEA-8917,Standard,Peshawar,Faisalabad,27-12-2025,Weekend,15:05,23:23,480,498,18,27,37,73.0,500,13500,122.1,DRV-0157,Sunny,Moderate,Completed
TRP-00310,RT-010,Peshawar to Rawalpindi,Green Line Express,MUL-6119,Mini Bus,Peshawar,Rawalpindi,10-11-2025,Weekday,05:25,09:23,219,238,19,13,25,52.0,245,3185,32.8,DRV-0076,Sunny,Moderate,Completed
TRP-00311,RT-005,Hyderabad to Karachi,Capital Bus Service,MUL-5267,Mini Bus,Hyderabad,Karachi,01-02-2025,Weekend,19:45,23:47,235,242,7,17,25,68.0,220,3740,32.7,DRV-0020,Cloudy,Moderate,Completed
TRP-00312,RT-050,Faisalabad to Sialkot,Capital Bus Service,ISB-1232,Standard,Faisalabad,Sialkot,27-02-2025,Weekday,09:45,14:09,257,264,7,29,49,59.2,290,8410,54.1,DRV-0136,Sunny,Low,Completed
TRP-00313,RT-006,Lahore to Multan,Punjab Transit,SGD-7765,Mini Bus,Lahore,Multan,16-07-2025,Weekday,11:50,18:43,382,413,31,17,35,48.6,445,7565,69.2,DRV-0030,Sunny,High,Completed
TRP-00314,RT-011,Rawalpindi to Peshawar,Capital Bus Service,SGD-9724,AC,Rawalpindi,Peshawar,30-04-2025,Weekday,16:50,20:39,210,229,19,30,55,54.5,225,6750,52.7,DRV-0081,Sunny,Moderate,Completed
TRP-00315,RT-007,Lahore to Karachi,Sindh Rapid Transit,PES-5466,Hybrid,Lahore,Karachi,21-06-2025,Weekend,12:20,07:08,1109,1128,19,37,43,86.0,1405,51985,263.1,DRV-0174,Cloudy,Moderate,Completed
TRP-00316,RT-061,Multan to Islamabad,City Metro Bus,LEA-7737,Mini Bus,Multan,Islamabad,20-02-2025,Weekday,20:05,06:34,629,629,0,20,30,66.7,650,13000,101.1,DRV-0015,Sunny,Low,Completed
TRP-00317,RT-027,Lahore to Rawalpindi,Green Line Express,MUL-3128,Standard,Lahore,Rawalpindi,12-07-2025,Weekend,22:10,04:57,377,407,30,36,40,90.0,445,16020,105.8,DRV-0110,Sunny,Moderate,Completed
TRP-00318,RT-014,Multan to Faisalabad,Green Line Express,LEA-7271,Standard,Multan,Faisalabad,18-07-2025,Weekday,14:00,19:12,306,312,6,28,43,65.1,300,8400,61.1,DRV-0046,Sunny,Low,Completed
TRP-00319,RT-059,Islamabad to Lahore,Blue Line Transit,QTA-2740,Standard,Islamabad,Lahore,15-08-2025,Weekday,12:05,20:09,464,484,20,25,37,67.6,455,11375,114.1,DRV-0001,Cloudy,Moderate,Completed
TRP-00320,RT-062,Peshawar to Faisalabad,Sindh Rapid Transit,MUL-1060,Hybrid,Peshawar,Faisalabad,21-09-2025,Weekend,19:35,04:05,495,510,15,20,37,54.1,490,9800,84.8,DRV-0092,Cloudy,Low,Completed
TRP-00321,RT-030,Peshawar to Islamabad,Green Line Express,SGD-6571,AC,Peshawar,Islamabad,11-02-2025,Weekday,18:20,22:43,232,263,31,36,45,80.0,270,9720,66.5,DRV-0162,Cloudy,High,Completed
TRP-00322,RT-081,Lahore to Quetta,National Express PK,KHI-1584,Mini Bus,Lahore,Quetta,09-04-2025,Weekday,04:55,17:16,732,741,9,17,28,60.7,940,15980,154.3,DRV-0116,Sunny,Low,Completed
TRP-00323,RT-055,Karachi to Sialkot,Sindh Rapid Transit,LEA-7643,Mini Bus,Karachi,Sialkot,02-03-2025,Weekend,10:50,08:30,1253,1300,47,14,32,43.8,1370,19180,242.2,DRV-0168,Foggy,High,Completed
TRP-00324,RT-038,Karachi to Lahore,Punjab Transit,QTA-1818,Standard,Karachi,Lahore,07-06-2025,Weekend,07:35,03:24,1153,1189,36,17,37,45.9,1345,22865,325.5,DRV-0087,Rainy,Low,Completed
TRP-00325,RT-076,Peshawar to Multan,Punjab Transit,SGD-4493,AC,Peshawar,Multan,24-01-2025,Weekday,22:10,11:24,772,794,22,19,43,44.2,740,14060,213.2,DRV-0063,Sunny,Moderate,Completed
TRP-00326,RT-069,Karachi to Islamabad,Blue Line Transit,LEA-8978,Mini Bus,Karachi,Islamabad,11-02-2025,Weekday,04:00,03:29,1380,1409,29,12,26,46.2,1430,17160,248.9,DRV-0164,Cloudy,High,Completed
TRP-00327,RT-011,Rawalpindi to Peshawar,Punjab Transit,LEA-3949,Electric,Rawalpindi,Peshawar,13-09-2025,Weekend,06:50,10:17,204,207,3,48,49,98.0,230,11040,10.0,DRV-0159,Sunny,Low,Completed
TRP-00328,RT-014,Multan to Faisalabad,National Express PK,QTA-4409,Mini Bus,Multan,Faisalabad,22-05-2025,Weekday,05:15,10:54,319,339,20,18,27,66.7,280,5040,44.5,DRV-0012,Cloudy,High,Completed
TRP-00329,RT-004,Quetta to Multan,Blue Line Transit,MUL-8424,Standard,Quetta,Multan,23-01-2025,Weekday,07:55,19:27,690,692,2,32,40,80.0,665,21280,167.7,DRV-0114,Sunny,Low,Completed
TRP-00330,RT-047,Multan to Peshawar,Sindh Rapid Transit,LEA-6343,Standard,Multan,Peshawar,27-04-2025,Weekend,07:15,19:17,707,722,15,20,41,48.8,805,16100,192.2,DRV-0056,Sunny,Low,Completed
TRP-00331,RT-064,Quetta to Islamabad,Punjab Transit,KHI-6875,AC,Quetta,Islamabad,19-05-2025,Weekday,10:25,04:18,1059,1073,14,32,58,55.2,1040,33280,331.0,DRV-0088,Sunny,Low,Completed
TRP-00332,RT-015,Islamabad to Peshawar,Punjab Transit,MUL-4763,AC,Islamabad,Peshawar,14-02-2025,Weekday,17:40,22:11,241,271,30,22,46,47.8,260,5720,64.3,DRV-0112,Cloudy,High,Completed
TRP-00333,RT-021,Islamabad to Sialkot,City Metro Bus,LEA-1656,AC,Islamabad,Sialkot,29-08-2025,Weekday,20:00,01:49,325,349,24,24,52,46.2,320,7680,73.1,DRV-0143,Sunny,Moderate,Completed
TRP-00334,RT-010,Peshawar to Rawalpindi,Capital Bus Service,LEA-1260,Standard,Peshawar,Rawalpindi,03-09-2025,Weekday,13:10,17:20,210,250,40,23,35,65.7,235,5405,47.2,DRV-0163,Dust Storm,Moderate,Completed
TRP-00335,RT-017,Islamabad to Faisalabad,Sindh Rapid Transit,ISB-7977,AC,Islamabad,Faisalabad,19-05-2025,Weekday,21:45,03:29,328,344,16,35,42,83.3,405,14175,105.1,DRV-0173,Cloudy,Low,Completed
TRP-00336,RT-016,Karachi to Hyderabad,Sindh Rapid Transit,LEA-6989,AC,Karachi,Hyderabad,07-07-2025,Weekday,09:50,13:48,211,238,27,26,42,61.9,230,5980,60.5,DRV-0167,Cloudy,High,Completed
TRP-00337,RT-007,Lahore to Karachi,Pak Urban Transport,SGD-4693,Mini Bus,Lahore,Karachi,14-06-2025,Weekend,15:20,11:14,1179,1194,15,24,31,77.4,1360,32640,208.9,DRV-0121,Sunny,Low,Completed
TRP-00338,RT-056,Hyderabad to Faisalabad,Sindh Rapid Transit,QTA-2075,Mini Bus,Hyderabad,Faisalabad,07-04-2025,Weekday,18:05,12:03,1038,1078,40,16,27,59.3,1015,16240,163.8,DRV-0053,Sunny,High,Delayed
TRP-00339,RT-017,Islamabad to Faisalabad,Blue Line Transit,MUL-3163,Hybrid,Islamabad,Faisalabad,31-08-2025,Weekend,15:30,21:31,354,361,7,31,35,88.6,380,11780,59.2,DRV-0086,Sunny,Low,Completed
TRP-00340,RT-034,Multan to Quetta,Sindh Rapid Transit,QTA-9686,AC,Multan,Quetta,08-10-2025,Weekday,18:35,05:57,650,682,32,24,44,54.5,620,14880,174.1,DRV-0074,Foggy,Low,Completed
TRP-00341,RT-069,Karachi to Islamabad,National Express PK,MUL-3634,Hybrid,Karachi,Islamabad,31-12-2025,Weekday,21:20,20:56,1380,1416,36,16,40,40.0,1465,23440,317.0,DRV-0082,Rainy,High,Completed
TRP-00342,RT-053,Quetta to Faisalabad,Pak Urban Transport,LEA-6192,AC,Quetta,Faisalabad,26-06-2025,Weekday,08:25,--:--,854,0,0,0,45,0.0,805,0,0.0,DRV-0128,Cloudy,Low,Cancelled
TRP-00343,RT-004,Quetta to Multan,Sindh Rapid Transit,ISB-8764,Electric,Quetta,Multan,29-05-2025,Weekday,22:50,11:06,675,736,61,46,58,79.3,655,30130,33.7,DRV-0036,Rainy,High,Completed
TRP-00344,RT-031,Lahore to Faisalabad,Pak Urban Transport,LEA-6347,AC,Lahore,Faisalabad,29-01-2025,Weekday,10:45,13:35,168,170,2,40,48,83.3,215,8600,38.6,DRV-0101,Sunny,Low,Completed
