Trip_ID,Route_ID,Route_Name,Operator_Name,Bus_Number,Bus_Type,Departure_City,Arrival_City,Date,Day_Type,Departure_Time,Arrival_Time,Scheduled_Duration_Minutes,Actual_Duration_Minutes,Delay_Minutes,Passenger_Count,Bus_Capacity,Occupancy_Rate (%),Ticket_Fare_PKR,Ticket_Revenue_PKR,Fuel_Consumption_Liters,Driver_ID,Weather_Condition,Traffic_Level,Trip_Status,Departure_Hour,Arrival_Hour,Year,Month,Month_Number,Day,Weekday,Revenue_Category,Delay_Category,Occupancy_Category
TRP-00183,RT-062,Peshawar to Faisalabad,National Express PK,PES-1613,AC,Peshawar,Faisalabad,2025-03-30,Weekend,12:30,21:36,530,546,16,29,59,49.15,565,16385,147.0,DRV-0069,Cloudy,Moderate,Completed,12,21.0,2025,March,3,30,Sunday,Medium,Moderate,Medium
TRP-00184,RT-060,Multan to Karachi,Capital Bus Service,SGD-9054,AC,Multan,Karachi,2025-12-23,Weekday,07:15,23:59,951,1004,53,24,54,44.44,995,23880,305.5,DRV-0055,Rainy,Moderate,Completed,7,23.0,2025,December,12,23,Tuesday,Medium,High,Medium
TRP-00185,RT-063,Quetta to Peshawar,Sindh Rapid Transit,MUL-3604,Mini Bus,Quetta,Peshawar,2025-02-03,Weekday,13:55,08:42,1100,1127,27,21,27,77.78,1245,26145,210.8,DRV-0064,Rainy,Moderate,Completed,13,8.0,2025,February,2,3,Monday,High,Moderate,High
TRP-00186,RT-005,Hyderabad to Karachi,Pak Urban Transport,SGD-8605,Standard,Hyderabad,Karachi,2025-09-16,Weekday,16:50,20:30,193,220,27,22,35,62.86,255,5610,46.0,DRV-0089,Sunny,Moderate,Completed,16,20.0,2025,September,9,16,Tuesday,Low,Moderate,High
TRP-00187,RT-015,Islamabad to Peshawar,Green Line Express,PES-1813,Standard,Islamabad,Peshawar,2025-03-25,Weekday,22:15,01:55,220,220,0,33,42,78.57,280,9240,58.3,DRV-0175,Cloudy,Low,Completed,22,1.0,2025,March,3,25,Tuesday,Low,On Time,High
TRP-00188,RT-008,Rawalpindi to Islamabad,City Metro Bus,MUL-6004,Standard,Rawalpindi,Islamabad,2025-12-31,Weekday,12:30,13:45,59,75,16,35,46,76.09,80,2800,3.9,DRV-0102,Sunny,Low,Completed,12,13.0,2025,December,12,31,Wednesday,Low,Moderate,High
TRP-00189,RT-005,Hyderabad to Karachi,Sindh Rapid Transit,MUL-5631,AC,Hyderabad,Karachi,2025-06-02,Weekday,07:35,12:16,242,281,39,21,48,43.75,225,4725,47.8,DRV-0133,Cloudy,High,Completed,7,12.0,2025,June,6,2,Monday,Low,High,Medium
TRP-00190,RT-052,Peshawar to Karachi,Punjab Transit,QTA-9148,Mini Bus,Peshawar,Karachi,2025-06-01,Weekend,12:30,11:57,1380,1407,27,21,25,84.0,1615,33915,304.5,DRV-0122,Cloudy,High,Completed,12,11.0,2025,June,6,1,Sunday,High,Moderate,Full
TRP-00191,RT-039,Multan to Hyderabad,Punjab Transit,MUL-3967,Mini Bus,Multan,Hyderabad,2025-05-31,Weekend,07:35,23:27,908,952,44,16,29,55.17,795,12720,132.3,DRV-0079,Rainy,Moderate,Completed,7,23.0,2025,May,5,31,Saturday,Medium,High,Medium
TRP-00192,RT-004,Quetta to Multan,Capital Bus Service,LEA-8709,AC,Quetta,Multan,2025-01-28,Weekday,22:45,08:47,566,602,36,23,42,54.76,690,15870,162.3,DRV-0039,Sunny,Low,Delayed,22,8.0,2025,January,1,28,Tuesday,Medium,High,Medium
TRP-00193,RT-033,Multan to Lahore,National Express PK,SGD-3954,Standard,Multan,Lahore,2025-02-11,Weekday,19:25,01:38,367,373,6,29,40,72.5,445,12905,92.4,DRV-0044,Sunny,Low,Completed,19,1.0,2025,February,2,11,Tuesday,Medium,Minor,High
TRP-00194,RT-064,Quetta to Islamabad,Green Line Express,PES-8035,Standard,Quetta,Islamabad,2025-07-26,Weekend,17:35,10:36,1000,1021,21,21,36,58.33,1050,22050,300.8,DRV-0161,Cloudy,Moderate,Completed,17,10.0,2025,July,7,26,Saturday,Medium,Moderate,Medium
TRP-00195,RT-065,Rawalpindi to Multan,Green Line Express,MUL-6015,AC,Rawalpindi,Multan,2025-03-27,Weekday,06:00,17:32,674,692,18,26,49,53.06,690,17940,207.8,DRV-0126,Sunny,Moderate,Completed,6,17.0,2025,March,3,27,Thursday,Medium,Moderate,Medium
TRP-00196,RT-033,Multan to Lahore,Blue Line Transit,KHI-3149,Standard,Multan,Lahore,2025-04-19,Weekend,04:45,11:56,377,431,54,27,38,71.05,440,11880,104.8,DRV-0028,Sunny,High,Delayed,4,11.0,2025,April,4,19,Saturday,Medium,High,High
TRP-00197,RT-066,Sialkot to Karachi,Blue Line Transit,LEA-9966,AC,Sialkot,Karachi,2025-05-10,Weekend,19:55,19:37,1380,1422,42,45,60,75.0,1410,63450,401.9,DRV-0131,Sunny,Moderate,Delayed,19,19.0,2025,May,5,10,Saturday,Very High,High,High
TRP-00198,RT-031,Lahore to Faisalabad,Green Line Express,MUL-4272,AC,Lahore,Faisalabad,2025-05-15,Weekday,20:15,23:17,176,182,6,37,53,69.81,210,7770,45.8,DRV-0124,Sunny,Low,Completed,20,23.0,2025,May,5,15,Thursday,Low,Minor,High
TRP-00199,RT-016,Karachi to Hyderabad,Green Line Express,SGD-9095,Hybrid,Karachi,Hyderabad,2025-03-18,Weekday,06:40,11:33,242,293,51,14,38,36.84,255,3570,33.1,DRV-0045,Foggy,High,Completed,6,11.0,2025,March,3,18,Tuesday,Low,High,Low
TRP-00200,RT-014,Multan to Faisalabad,Sindh Rapid Transit,LEA-2556,AC,Multan,Faisalabad,2025-01-24,Weekday,04:10,09:05,275,295,20,24,45,53.33,290,6960,77.0,DRV-0088,Sunny,High,Completed,4,9.0,2025,January,1,24,Friday,Low,Moderate,Medium
TRP-00201,RT-013,Lahore to Sialkot,National Express PK,PES-8835,Standard,Lahore,Sialkot,2025-08-04,Weekday,09:05,13:35,180,270,90,16,36,44.44,190,3040,39.6,DRV-0098,Dust Storm,High,Delayed,9,13.0,2025,August,8,4,Monday,Low,Critical,Medium
TRP-00202,RT-055,Karachi to Sialkot,Punjab Transit,PES-2850,AC,Karachi,Sialkot,2025-07-30,Weekday,18:00,17:46,1380,1426,46,28,60,46.67,1545,43260,428.7,DRV-0172,Sunny,High,Completed,18,17.0,2025,July,7,30,Wednesday,High,High,Medium
TRP-00203,RT-067,Sialkot to Hyderabad,Green Line Express,QTA-5072,AC,Sialkot,Hyderabad,2025-09-04,Weekday,15:50,12:42,1222,1252,30,19,52,36.54,1490,28310,452.9,DRV-0041,Sunny,High,Completed,15,12.0,2025,September,9,4,Thursday,High,Moderate,Low
TRP-00204,RT-010,Peshawar to Rawalpindi,Punjab Transit,PES-6253,Standard,Peshawar,Rawalpindi,2025-05-04,Weekend,14:20,18:33,251,253,2,31,42,73.81,230,7130,53.6,DRV-0115,Cloudy,Low,Completed,14,18.0,2025,May,5,4,Sunday,Low,On Time,High
TRP-00205,RT-011,Rawalpindi to Peshawar,Green Line Express,QTA-1291,Hybrid,Rawalpindi,Peshawar,2025-02-22,Weekend,16:30,21:32,252,302,50,27,35,77.14,245,6615,37.6,DRV-0117,Rainy,Moderate,Completed,16,21.0,2025,February,2,22,Saturday,Low,High,High
TRP-00206,RT-068,Karachi to Multan,National Express PK,SGD-8751,AC,Karachi,Multan,2025-12-03,Weekday,15:55,07:43,886,948,62,27,43,62.79,980,26460,323.7,DRV-0096,Rainy,Moderate,Completed,15,7.0,2025,December,12,3,Wednesday,High,Critical,High
TRP-00207,RT-069,Karachi to Islamabad,Blue Line Transit,MUL-4209,Standard,Karachi,Islamabad,2025-04-07,Weekday,07:30,06:50,1380,1400,20,32,41,78.05,1520,48640,356.4,DRV-0151,Cloudy,Low,Completed,7,6.0,2025,April,4,7,Monday,High,Moderate,High
TRP-00208,RT-011,Rawalpindi to Peshawar,Punjab Transit,LEA-9689,Hybrid,Rawalpindi,Peshawar,2025-01-25,Weekend,21:30,01:31,203,241,38,28,50,56.0,260,7280,31.4,DRV-0156,Foggy,Moderate,Completed,21,1.0,2025,January,1,25,Saturday,Low,High,Medium
TRP-00209,RT-002,Hyderabad to Peshawar,Pak Urban Transport,ISB-5819,Standard,Hyderabad,Peshawar,2025-08-20,Weekday,08:10,08:03,1380,1433,53,20,44,45.45,1750,35000,525.5,DRV-0160,Rainy,Moderate,Completed,8,8.0,2025,August,8,20,Wednesday,High,High,Medium
TRP-00210,RT-070,Islamabad to Multan,Punjab Transit,QTA-6281,AC,Islamabad,Multan,2025-12-30,Weekday,07:25,18:35,646,670,24,46,58,79.31,735,33810,197.0,DRV-0109,Cloudy,Moderate,Completed,7,18.0,2025,December,12,30,Tuesday,High,Moderate,High
TRP-00211,RT-071,Hyderabad to Lahore,Punjab Transit,LEA-4275,Standard,Hyderabad,Lahore,2025-05-17,Weekend,09:20,04:37,1108,1157,49,32,39,82.05,1335,42720,334.4,DRV-0173,Rainy,High,Completed,9,4.0,2025,May,5,17,Saturday,High,High,Full
TRP-00212,RT-072,Rawalpindi to Hyderabad,Capital Bus Service,LEA-7251,Mini Bus,Rawalpindi,Hyderabad,2025-07-18,Weekday,17:50,17:10,1380,1400,20,27,33,81.82,1515,40905,252.8,DRV-0166,Sunny,Moderate,Completed,17,17.0,2025,July,7,18,Friday,High,Moderate,Full
TRP-00213,RT-007,Lahore to Karachi,Pak Urban Transport,KHI-5819,Mini Bus,Lahore,Karachi,2025-08-18,Weekday,09:50,08:25,1297,1355,58,11,27,40.74,1375,15125,237.0,DRV-0150,Rainy,Low,Delayed,9,8.0,2025,August,8,18,Monday,Medium,High,Medium
TRP-00214,RT-068,Karachi to Multan,Punjab Transit,ISB-1833,Standard,Karachi,Multan,2025-11-17,Weekday,13:35,03:53,827,858,31,18,46,39.13,1060,19080,276.5,DRV-0130,Sunny,High,Completed,13,3.0,2025,November,11,17,Monday,Medium,High,Low
TRP-00215,RT-014,Multan to Faisalabad,Green Line Express,KHI-6437,AC,Multan,Faisalabad,2025-06-19,Weekday,15:20,20:59,309,339,30,24,59,40.68,275,6600,72.1,DRV-0089,Cloudy,High,Completed,15,20.0,2025,June,6,19,Thursday,Low,Moderate,Medium
TRP-00216,RT-009,Faisalabad to Islamabad,Pak Urban Transport,QTA-6258,Hybrid,Faisalabad,Islamabad,2025-07-15,Weekday,07:30,14:07,370,397,27,25,44,56.82,370,9250,65.4,DRV-0012,Sunny,Moderate,Completed,7,14.0,2025,July,7,15,Tuesday,Low,Moderate,Medium
TRP-00217,RT-017,Islamabad to Faisalabad,Green Line Express,KHI-9814,Hybrid,Islamabad,Faisalabad,2025-10-01,Weekday,04:50,12:32,387,462,75,30,41,73.17,390,11700,70.7,DRV-0040,Foggy,Moderate,Delayed,4,12.0,2025,October,10,1,Wednesday,Medium,Critical,High
TRP-00218,RT-022,Sialkot to Islamabad,Green Line Express,KHI-5127,Standard,Sialkot,Islamabad,2025-10-13,Weekday,06:45,11:52,294,307,13,23,43,53.49,315,7245,63.7,DRV-0031,Sunny,Moderate,Completed,6,11.0,2025,October,10,13,Monday,Low,Minor,Medium
TRP-00219,RT-009,Faisalabad to Islamabad,Green Line Express,MUL-1745,Mini Bus,Faisalabad,Islamabad,2025-12-25,Weekday,06:25,12:03,319,338,19,14,26,53.85,375,5250,61.8,DRV-0170,Sunny,Moderate,Completed,6,12.0,2025,December,12,25,Thursday,Low,Moderate,Medium
TRP-00220,RT-008,Rawalpindi to Islamabad,Punjab Transit,SGD-9941,Mini Bus,Rawalpindi,Islamabad,2025-06-01,Weekend,08:20,09:57,58,97,39,15,25,60.0,80,1200,2.5,DRV-0022,Cloudy,Moderate,Delayed,8,9.0,2025,June,6,1,Sunday,Low,High,Medium
TRP-00221,RT-021,Islamabad to Sialkot,Sindh Rapid Transit,QTA-9397,Standard,Islamabad,Sialkot,2025-03-14,Weekday,09:10,14:55,344,345,1,33,43,76.74,300,9900,73.8,DRV-0141,Sunny,Low,Completed,9,14.0,2025,March,3,14,Friday,Low,On Time,High
TRP-00222,RT-036,Faisalabad to Multan,Green Line Express,KHI-8982,Standard,Faisalabad,Multan,2025-06-19,Weekday,15:10,20:04,274,294,20,24,42,57.14,275,6600,68.1,DRV-0158,Sunny,Moderate,Completed,15,20.0,2025,June,6,19,Thursday,Low,Moderate,Medium
TRP-00223,RT-021,Islamabad to Sialkot,Sindh Rapid Transit,PES-3762,Mini Bus,Islamabad,Sialkot,2025-01-03,Weekday,14:15,20:16,297,361,64,20,35,57.14,335,6700,40.6,DRV-0079,Sunny,High,Delayed,14,20.0,2025,January,1,3,Friday,Low,Critical,Medium
TRP-00224,RT-031,Lahore to Faisalabad,Green Line Express,SGD-3293,Mini Bus,Lahore,Faisalabad,2025-10-03,Weekday,10:20,,159,0,0,0,35,0.0,190,0,0.0,DRV-0130,Sunny,Low,Cancelled,10,,2025,October,10,3,Friday,,On Time,
TRP-00225,RT-073,Peshawar to Sialkot,Pak Urban Transport,MUL-5269,Hybrid,Peshawar,Sialkot,2025-10-06,Weekday,21:35,05:58,494,503,9,16,39,41.03,590,9440,91.4,DRV-0129,Sunny,Low,Completed,21,5.0,2025,October,10,6,Monday,Low,Minor,Medium
TRP-00226,RT-013,Lahore to Sialkot,City Metro Bus,SGD-3717,Electric,Lahore,Sialkot,2025-09-21,Weekend,08:35,12:20,178,225,47,34,58,58.62,190,6460,8.3,DRV-0017,Foggy,High,Completed,8,12.0,2025,September,9,21,Sunday,Low,High,Medium
TRP-00227,RT-033,Multan to Lahore,Pak Urban Transport,SGD-6918,AC,Multan,Lahore,2025-07-18,Weekday,19:35,02:21,348,406,58,31,41,75.61,450,13950,124.7,DRV-0068,Dust Storm,Moderate,Completed,19,2.0,2025,July,7,18,Friday,Medium,High,High
TRP-00228,RT-022,Sialkot to Islamabad,Blue Line Transit,QTA-2275,AC,Sialkot,Islamabad,2025-09-22,Weekday,12:30,17:29,284,299,15,35,47,74.47,335,11725,77.9,DRV-0155,Cloudy,Low,Completed,12,17.0,2025,September,9,22,Monday,Medium,Minor,High
TRP-00229,RT-012,Islamabad to Rawalpindi,Pak Urban Transport,QTA-5600,Standard,Islamabad,Rawalpindi,2025-04-19,Weekend,08:10,09:35,52,85,33,35,46,76.09,80,2800,4.6,DRV-0123,Cloudy,High,Completed,8,9.0,2025,April,4,19,Saturday,Low,High,High
TRP-00230,RT-038,Karachi to Lahore,Blue Line Transit,LEA-3095,Standard,Karachi,Lahore,2025-10-21,Weekday,22:10,20:00,1279,1310,31,30,36,83.33,1350,40500,340.9,DRV-0154,Foggy,Low,Completed,22,20.0,2025,October,10,21,Tuesday,High,High,Full
TRP-00231,RT-074,Faisalabad to Karachi,Pak Urban Transport,PES-8891,AC,Faisalabad,Karachi,2025-03-29,Weekend,11:30,04:36,1003,1026,23,47,58,81.03,1245,58515,311.7,DRV-0117,Rainy,Low,Completed,11,4.0,2025,March,3,29,Saturday,Very High,Moderate,Full
TRP-00232,RT-027,Lahore to Rawalpindi,Punjab Transit,KHI-9564,Standard,Lahore,Rawalpindi,2025-09-16,Weekday,17:10,00:52,401,462,61,16,40,40.0,455,7280,93.5,DRV-0169,Sunny,High,Delayed,17,0.0,2025,September,9,16,Tuesday,Low,Critical,Low
TRP-00233,RT-007,Lahore to Karachi,City Metro Bus,SGD-8069,Hybrid,Lahore,Karachi,2025-09-25,Weekday,17:25,12:11,1093,1126,33,31,48,64.58,1330,41230,221.2,DRV-0179,Sunny,High,Completed,17,12.0,2025,September,9,25,Thursday,High,High,High
TRP-00234,RT-030,Peshawar to Islamabad,Pak Urban Transport,LEA-5641,Hybrid,Peshawar,Islamabad,2025-11-03,Weekday,21:30,02:01,257,271,14,12,35,34.29,245,2940,34.4,DRV-0168,Cloudy,Moderate,Completed,21,2.0,2025,November,11,3,Monday,Low,Minor,Low
TRP-00235,RT-004,Quetta to Multan,Green Line Express,QTA-5155,Standard,Quetta,Multan,2025-05-14,Weekday,21:30,08:40,613,670,57,27,43,62.79,670,18090,170.4,DRV-0046,Dust Storm,Low,Completed,21,8.0,2025,May,5,14,Wednesday,Medium,High,High
TRP-00236,RT-036,Faisalabad to Multan,Capital Bus Service,SGD-7522,AC,Faisalabad,Multan,2025-03-12,Weekday,07:55,13:32,308,337,29,31,45,68.89,300,9300,80.3,DRV-0014,Sunny,Moderate,Completed,7,13.0,2025,March,3,12,Wednesday,Low,Moderate,High
TRP-00237,RT-017,Islamabad to Faisalabad,Green Line Express,PES-8133,Mini Bus,Islamabad,Faisalabad,2025-02-15,Weekend,06:20,12:57,373,397,24,20,26,76.92,390,7800,55.1,DRV-0153,Cloudy,Moderate,Completed,6,12.0,2025,February,2,15,Saturday,Low,Moderate,High
TRP-00238,RT-008,Rawalpindi to Islamabad,National Express PK,SGD-9489,Standard,Rawalpindi,Islamabad,2025-05-27,Weekday,10:00,10:59,54,59,5,16,40,40.0,85,1360,4.0,DRV-0071,Cloudy,Low,Completed,10,10.0,2025,May,5,27,Tuesday,Low,On Time,Low
TRP-00239,RT-047,Multan to Peshawar,Pak Urban Transport,QTA-2124,AC,Multan,Peshawar,2025-02-16,Weekend,21:20,09:33,708,733,25,42,57,73.68,825,34650,193.6,DRV-0104,Foggy,Low,Completed,21,9.0,2025,February,2,16,Sunday,High,Moderate,High
TRP-00240,RT-009,Faisalabad to Islamabad,Green Line Express,MUL-5821,AC,Faisalabad,Islamabad,2025-06-24,Weekday,07:40,13:47,317,367,50,42,57,73.68,425,17850,91.8,DRV-0087,Rainy,Moderate,Completed,7,13.0,2025,June,6,24,Tuesday,Medium,High,High
TRP-00241,RT-041,Sialkot to Quetta,City Metro Bus,ISB-2106,AC,Sialkot,Quetta,2025-07-15,Weekday,11:50,02:00,842,850,8,24,50,48.0,1075,25800,297.2,DRV-0024,Sunny,Low,Completed,11,2.0,2025,July,7,15,Tuesday,High,Minor,Medium
TRP-00242,RT-021,Islamabad to Sialkot,Green Line Express,KHI-8807,AC,Islamabad,Sialkot,2025-06-10,Weekday,15:15,20:20,289,305,16,34,48,70.83,345,11730,72.0,DRV-0061,Sunny,Moderate,Completed,15,20.0,2025,June,6,10,Tuesday,Medium,Moderate,High
TRP-00243,RT-045,Faisalabad to Rawalpindi,Pak Urban Transport,ISB-3555,Mini Bus,Faisalabad,Rawalpindi,2025-02-24,Weekday,07:05,13:20,374,375,1,27,35,77.14,385,10395,61.7,DRV-0096,Sunny,Low,Completed,7,13.0,2025,February,2,24,Monday,Medium,On Time,High
TRP-00244,RT-053,Quetta to Faisalabad,Capital Bus Service,SGD-3101,AC,Quetta,Faisalabad,2025-01-28,Weekday,20:30,10:43,848,853,5,33,57,57.89,865,28545,257.1,DRV-0031,Sunny,Low,Completed,20,10.0,2025,January,1,28,Tuesday,High,On Time,Medium
TRP-00245,RT-034,Multan to Quetta,City Metro Bus,PES-2650,Electric,Multan,Quetta,2025-06-16,Weekday,15:45,01:39,575,594,19,23,45,51.11,675,15525,34.1,DRV-0048,Cloudy,Low,Completed,15,1.0,2025,June,6,16,Monday,Medium,Moderate,Medium
TRP-00246,RT-033,Multan to Lahore,Sindh Rapid Transit,PES-5581,AC,Multan,Lahore,2025-08-19,Weekday,09:45,17:10,411,445,34,33,58,56.9,430,14190,113.8,DRV-0098,Cloudy,High,Completed,9,17.0,2025,August,8,19,Tuesday,Medium,High,Medium
TRP-00247,RT-022,Sialkot to Islamabad,City Metro Bus,PES-3203,Standard,Sialkot,Islamabad,2025-11-19,Weekday,20:40,01:58,302,318,16,35,50,70.0,345,12075,62.5,DRV-0016,Sunny,Moderate,Completed,20,1.0,2025,November,11,19,Wednesday,Medium,Moderate,High
TRP-00248,RT-030,Peshawar to Islamabad,Green Line Express,ISB-5256,AC,Peshawar,Islamabad,2025-07-04,Weekday,15:40,20:02,237,262,25,31,48,64.58,250,7750,67.3,DRV-0167,Sunny,Moderate,Completed,15,20.0,2025,July,7,4,Friday,Low,Moderate,High
TRP-00249,RT-017,Islamabad to Faisalabad,National Express PK,PES-2284,Mini Bus,Islamabad,Faisalabad,2025-07-15,Weekday,13:35,20:10,340,395,55,17,27,62.96,420,7140,57.5,DRV-0019,Foggy,Moderate,Completed,13,20.0,2025,July,7,15,Tuesday,Low,High,High
TRP-00250,RT-004,Quetta to Multan,Sindh Rapid Transit,QTA-5382,Electric,Quetta,Multan,2025-11-06,Weekday,16:20,02:15,572,595,23,21,51,41.18,665,13965,32.6,DRV-0061,Rainy,Moderate,Completed,16,2.0,2025,November,11,6,Thursday,Medium,Moderate,Medium
TRP-00251,RT-027,Lahore to Rawalpindi,Green Line Express,PES-9985,Standard,Lahore,Rawalpindi,2025-01-28,Weekday,04:30,12:11,408,461,53,18,37,48.65,430,7740,105.2,DRV-0073,Sunny,High,Delayed,4,12.0,2025,January,1,28,Tuesday,Low,High,Medium
TRP-00252,RT-012,Islamabad to Rawalpindi,Punjab Transit,QTA-6846,Standard,Islamabad,Rawalpindi,2025-06-16,Weekday,19:35,21:17,55,102,47,32,49,65.31,80,2560,4.4,DRV-0145,Sunny,High,Completed,19,21.0,2025,June,6,16,Monday,Low,High,High
TRP-00253,RT-009,Faisalabad to Islamabad,Capital Bus Service,PES-9841,Hybrid,Faisalabad,Islamabad,2025-04-27,Weekend,06:35,,365,0,0,0,48,0.0,370,0,0.0,DRV-0035,Sunny,Low,Cancelled,6,,2025,April,4,27,Sunday,,On Time,
TRP-00254,RT-010,Peshawar to Rawalpindi,National Express PK,PES-5908,Hybrid,Peshawar,Rawalpindi,2025-01-05,Weekend,17:20,21:09,216,229,13,22,35,62.86,260,5720,39.0,DRV-0166,Cloudy,Low,Completed,17,21.0,2025,January,1,5,Sunday,Low,Minor,High
TRP-00255,RT-013,Lahore to Sialkot,Green Line Express,KHI-9464,AC,Lahore,Sialkot,2025-11-10,Weekday,12:20,15:22,156,182,26,23,57,40.35,200,4600,41.4,DRV-0117,Rainy,Moderate,Completed,12,15.0,2025,November,11,10,Monday,Low,Moderate,Medium
TRP-00256,RT-032,Faisalabad to Quetta,City Metro Bus,MUL-1362,Standard,Faisalabad,Quetta,2025-04-06,Weekend,07:20,22:41,890,921,31,30,49,61.22,835,25050,234.8,DRV-0128,Rainy,Low,Completed,7,22.0,2025,April,4,6,Sunday,High,High,High
TRP-00257,RT-043,Quetta to Karachi,Punjab Transit,SGD-7429,Standard,Quetta,Karachi,2025-02-06,Weekday,21:35,12:35,825,900,75,31,43,72.09,815,25265,181.7,DRV-0009,Rainy,High,Delayed,21,12.0,2025,February,2,6,Thursday,High,Critical,High
TRP-00258,RT-021,Islamabad to Sialkot,Pak Urban Transport,QTA-6113,AC,Islamabad,Sialkot,2025-06-15,Weekend,09:50,14:57,301,307,6,34,57,59.65,345,11730,86.7,DRV-0171,Cloudy,Low,Completed,9,14.0,2025,June,6,15,Sunday,Medium,Minor,Medium
TRP-00259,RT-031,Lahore to Faisalabad,Blue Line Transit,KHI-5523,AC,Lahore,Faisalabad,2025-10-27,Weekday,07:30,11:06,157,216,59,29,40,72.5,215,6235,45.0,DRV-0064,Dust Storm,High,Completed,7,11.0,2025,October,10,27,Monday,Low,High,High
TRP-00260,RT-019,Faisalabad to Lahore,Sindh Rapid Transit,SGD-1983,Hybrid,Faisalabad,Lahore,2025-01-31,Weekday,15:50,19:24,186,214,28,29,38,76.32,205,5945,26.1,DRV-0113,Sunny,Moderate,Completed,15,19.0,2025,January,1,31,Friday,Low,Moderate,High
TRP-00261,RT-075,Karachi to Peshawar,Punjab Transit,LEA-8951,Standard,Karachi,Peshawar,2025-12-28,Weekend,18:40,17:54,1380,1394,14,33,50,66.0,1800,59400,493.9,DRV-0142,Sunny,Low,Completed,18,17.0,2025,December,12,28,Sunday,Very High,Minor,High
TRP-00262,RT-036,Faisalabad to Multan,Capital Bus Service,MUL-7014,Mini Bus,Faisalabad,Multan,2025-08-21,Weekday,04:50,10:20,286,330,44,19,27,70.37,275,5225,35.9,DRV-0169,Foggy,Moderate,Completed,4,10.0,2025,August,8,21,Thursday,Low,High,High
TRP-00263,RT-011,Rawalpindi to Peshawar,National Express PK,KHI-5638,Mini Bus,Rawalpindi,Peshawar,2025-06-15,Weekend,17:50,21:46,232,236,4,13,26,50.0,240,3120,33.7,DRV-0028,Cloudy,Low,Completed,17,21.0,2025,June,6,15,Sunday,Low,On Time,Medium
TRP-00264,RT-031,Lahore to Faisalabad,Blue Line Transit,MUL-5193,Electric,Lahore,Faisalabad,2025-01-26,Weekend,15:15,18:26,165,191,26,34,42,80.95,215,7310,7.3,DRV-0143,Sunny,High,Completed,15,18.0,2025,January,1,26,Sunday,Low,Moderate,Full
TRP-00265,RT-047,Multan to Peshawar,City Metro Bus,ISB-9667,Mini Bus,Multan,Peshawar,2025-01-21,Weekday,06:20,20:45,821,865,44,12,28,42.86,780,9360,120.0,DRV-0135,Dust Storm,Low,Completed,6,20.0,2025,January,1,21,Tuesday,Low,High,Medium
TRP-00266,RT-021,Islamabad to Sialkot,Blue Line Transit,SGD-6864,Mini Bus,Islamabad,Sialkot,2025-12-12,Weekday,18:55,00:11,306,316,10,18,26,69.23,345,6210,49.0,DRV-0137,Sunny,Low,Completed,18,0.0,2025,December,12,12,Friday,Low,Minor,High
TRP-00267,RT-034,Multan to Quetta,Sindh Rapid Transit,PES-8054,Mini Bus,Multan,Quetta,2025-06-15,Weekend,11:45,23:00,615,675,60,13,31,41.94,690,8970,102.5,DRV-0073,Rainy,High,Completed,11,23.0,2025,June,6,15,Sunday,Low,High,Medium
TRP-00268,RT-044,Islamabad to Hyderabad,Capital Bus Service,KHI-4519,Standard,Islamabad,Hyderabad,2025-06-11,Weekday,04:55,03:06,1315,1331,16,31,39,79.49,1560,48360,390.4,DRV-0064,Sunny,Moderate,Completed,4,3.0,2025,June,6,11,Wednesday,High,Moderate,High
TRP-00269,RT-030,Peshawar to Islamabad,Blue Line Transit,KHI-2264,AC,Peshawar,Islamabad,2025-06-16,Weekday,19:10,23:46,242,276,34,44,58,75.86,240,10560,66.1,DRV-0098,Rainy,Low,Completed,19,23.0,2025,June,6,16,Monday,Medium,High,High
TRP-00270,RT-005,Hyderabad to Karachi,Sindh Rapid Transit,SGD-8115,AC,Hyderabad,Karachi,2025-08-02,Weekend,07:15,11:23,202,248,46,30,59,50.85,250,7500,60.7,DRV-0039,Foggy,High,Completed,7,11.0,2025,August,8,2,Saturday,Low,High,Medium
TRP-00271,RT-022,Sialkot to Islamabad,City Metro Bus,PES-8300,Electric,Sialkot,Islamabad,2025-11-01,Weekend,22:40,05:09,357,389,32,37,53,69.81,350,12950,15.3,DRV-0103,Sunny,Low,Delayed,22,5.0,2025,November,11,1,Saturday,Medium,High,High
TRP-00272,RT-026,Sialkot to Lahore,Punjab Transit,PES-4245,Mini Bus,Sialkot,Lahore,2025-09-07,Weekend,16:50,19:50,160,180,20,28,33,84.85,205,5740,25.6,DRV-0148,Cloudy,High,Completed,16,19.0,2025,September,9,7,Sunday,Low,Moderate,Full
TRP-00273,RT-017,Islamabad to Faisalabad,Sindh Rapid Transit,ISB-6644,AC,Islamabad,Faisalabad,2025-11-01,Weekend,04:20,11:05,377,405,28,28,51,54.9,420,11760,97.0,DRV-0052,Cloudy,High,Completed,4,11.0,2025,November,11,1,Saturday,Medium,Moderate,Medium
TRP-00274,RT-059,Islamabad to Lahore,City Metro Bus,MUL-3419,Standard,Islamabad,Lahore,2025-05-28,Weekday,04:25,11:27,399,422,23,17,38,44.74,455,7735,97.9,DRV-0134,Sunny,Moderate,Completed,4,11.0,2025,May,5,28,Wednesday,Low,Moderate,Medium
